#,Title,JPja,USen
66,Talk02,"のう お主…
いつまで そんな格好でおるつもりじゃ","So...are you making a statement? Or are
you always in such a state of undress?"
67,Talk03,どいた どいた,"Pardon me, please."
68,Talk04,今日も一日働いたのう,I worked quite hard today.
69,Talk05,"お主が木を切ってくれたおかげで
今日は もう上がりじゃよ","Thank you for your help with the tree.
Now my work for the day is complete."
70,Talk06,"お主…
どこまで ついてくるつもりじゃ？","I don't mean to sound rude, but...
how long do you intend to follow me?"
71,Talk07,"なんじゃ…
せっかく寝てたというにのう","What is it?! Just when I was finally able
to fall asleep..."
72,Talk09,"のう お主…
そこにおられたら気が散るんじゃが","Yes? I'm a bit busy right now, as I'm
sure you can see."
73,Talk10,"ふぉっ ふぉっ ふぉっ
あったかくて気持ちがいいわい","Oho ho! There are few things as
delightful as a roaring fire!"
74,Talk11,"夜は魔物も増えて危ないぞ
朝まで ここで休んで行くがいい","All manner of beasts come out after
the sun sets. You may rest here
until daybreak if you'd like."
75,Talk14,祠のお宝は まだかの？,"Still haven't gotten a treasure from
a shrine, eh?"
76,Talk15,祠の探索 はかどっておるかの？,How is your shrine exploration going?
77,Talk16,木を切るのを手伝うてくれるんじゃろ？,"Are you just going to stand by and watch
an old man chop down a tree by himself?"
78,TalkBokangi00,"なんじゃ…
せっかく寝てたというにのう","Oh...it's you. Well, what was so important
that you had to separate an old man from
his sleep?"
79,TalkBokangi01,寝てたというに しつこいのう…,"If you'll excuse me, I'm quite tired."
80,TerrorArrow,何をする！,What is this?!
81,TerrorBomb,何じゃ？,What is it?!
82,TerrorEnemy,ひぃーっ！,Whoa!
83,TerrorExplosion,ぬわーっ！,Huh?!
84,TerrorFire,あちゃっ,Toasty...
85,TerrorImpulse,ひぃーっ！,Whoa!
86,TerrorInsect,ひぃーっ！,Whoa!
87,TerrorSword,やめんか！,Easy there!
88,Tree_Cut_Talk00,"ふぉっ ふぉっ ふぉっ
木を切ってくれたようじゃの","Oho! I see you did my work for me.
Wonderful!"
89,Tree_Cut_Talk01,"倒した木は
薪にでもして持っていくがいい","Go ahead and take some of that wood
for yourself. Don't be shy, now."
